Effective pixels,Optical_Zoom,Weight (inc. batteries),Dimensions,Label,Model,Release date
5.0,3.1,170.0,91.0,Entry Level,Nikon Coolpix L3,2006
3.0,3.0,190.0,88.0,Entry Level,Nikon Coolpix 4100,2004
3.0,3.0,215.0,88.0,Entry Level,Nikon Coolpix 3100,2003
1.0,3.0,215.0,88.0,Entry Level,Nikon Coolpix 2100,2003
10.0,1.0,591.0,139.0,Entry Level,Leica M8,2006
2.0,3.0,280.0,78.0,Entry Level,Leica Digilux 4.3,2000
1.0,1.0,260.0,80.0,Entry Level,Leica Digilux,1998
8.0,5.0,211.0,90.0,Entry Level,Kodak Z885,2007
6.0,3.0,259.0,100.0,Entry Level,Kodak Z760,2005
5.0,10.0,400.0,97.0,Entry Level,Kodak Z7590,2005
5.0,10.0,330.0,98.0,Entry Level,Kodak Z740,2005
5.0,4.0,270.0,100.0,Entry Level,Kodak Z730,2005
7.0,11.8,350.0,104.0,Entry Level,Kodak Z712,2007
7.0,10.0,360.0,98.0,Entry Level,Kodak Z710,2006
4.0,5.0,270.0,97.0,Entry Level,Kodak Z700,2005
6.0,5.0,195.0,90.0,Entry Level,Nikon Coolpix L1,2005
6.0,10.0,320.0,98.0,Entry Level,Kodak Z650,2006
12.0,5.0,211.0,90.0,Entry Level,Kodak Z1275,2007
8.0,3.0,185.0,103.0,Entry Level,Kodak V803,2007
7.0,5.1,165.0,101.0,Entry Level,Kodak V705,2006
6.0,10.0,195.0,111.0,Entry Level,Kodak V610,2006
5.0,3.0,175.0,101.0,Entry Level,Kodak V570,2006
5.0,3.0,160.0,94.0,Entry Level,Kodak V550,2005
5.0,3.0,150.0,92.0,Entry Level,Kodak V530,2005
10.0,3.0,185.0,103.0,Entry Level,Kodak V1003,2007
8.0,5.8,570.0,116.0,Entry Level,Kodak P880,2005
5.0,12.0,450.0,108.0,Entry Level,Kodak P850,2005
7.0,12.0,440.0,108.0,Entry Level,Kodak P712,2006
8.0,3.0,166.0,92.0,Entry Level,Kodak M883,2007
8.0,3.0,160.0,92.0,Entry Level,Kodak M873,2007
8.0,3.0,165.0,93.0,Entry Level,Kodak M853,2007
6.0,12.0,330.0,104.0,Entry Level,Kodak Z612,2006
4.0,3.0,165.0,90.0,Entry Level,Nikon Coolpix L10,2007
6.0,3.0,175.0,90.0,Entry Level,Nikon Coolpix L11,2007
7.0,3.0,175.0,91.0,Entry Level,Nikon Coolpix L12,2007
6.0,3.0,160.0,96.0,Entry Level,Olympus FE-140,2006
5.0,3.0,160.0,96.0,Entry Level,Olympus FE-130,2006
6.0,3.0,160.0,106.0,Entry Level,Olympus FE-120,2005
5.0,2.8,160.0,88.0,Entry Level,Olympus FE-115,2006
5.0,3.0,160.0,88.0,Entry Level,Olympus FE-110,2005
4.0,3.0,160.0,88.0,Entry Level,Olympus FE-100,2005
1.0,10.0,603.0,108.0,Entry Level,Olympus E-100 RS,2000
4.0,3.0,175.0,94.0,Entry Level,Olympus D-630 Zoom,2005
1.0,3.0,320.0,127.0,Entry Level,Olympus D-490 Zoom,2000
1.0,3.0,320.0,127.0,Entry Level,Olympus D-450 Zoom,1999
1.0,3.0,320.0,127.0,Entry Level,Olympus D-400 Zoom,1998
7.0,4.1,480.0,116.0,Entry Level,Olympus C-7070 Wide Zoom,2005
7.0,5.0,280.0,102.0,Entry Level,Olympus C-7000 Zoom,2004
5.0,5.0,340.0,110.0,Entry Level,Olympus C-5500 Sport Zoom,2005
3.0,3.0,420.0,110.0,Entry Level,Olympus C-4040 Zoom,2001
3.0,3.0,400.0,110.0,Entry Level,Olympus C-4000 Zoom,2002
2.0,3.1,530.0,109.0,Entry Level,Olympus C-2500 L,1999
7.0,3.0,225.0,91.0,Entry Level,Nikon Coolpix L14,2007
6.0,3.1,170.0,91.0,Entry Level,Nikon Coolpix L2,2006
3.0,2.8,340.0,107.0,Entry Level,Toshiba PDR-M81,2001
3.0,3.0,165.0,87.0,Entry Level,Nikon Coolpix L4,2006
7.0,5.0,210.0,97.0,Entry Level,Nikon Coolpix L5,2006
6.0,3.1,175.0,91.0,Entry Level,Nikon Coolpix L6,2006
7.0,3.0,165.0,93.0,Entry Level,Kodak M753,2007
8.0,3.6,185.0,91.0,Entry Level,Nikon Coolpix P1,2005
6.0,10.0,280.0,113.0,Entry Level,Nikon Coolpix S10,2006
1.0,3.0,380.0,108.0,Entry Level,Olympus C-2000 Zoom,1999
1.0,3.0,250.0,118.0,Entry Level,Olympus D-510 Zoom,2001
1.0,3.0,380.0,108.0,Entry Level,Olympus C-2020 Zoom,1999
1.0,3.0,380.0,108.0,Entry Level,Olympus C-2040 Zoom,2000
1.0,10.0,540.0,113.0,Entry Level,Olympus C-2100 UZ,2000
5.0,3.0,170.0,90.0,Entry Level,Nikon Coolpix S1,2005
5.0,3.0,210.0,95.0,Entry Level,Kodak LS755,2004
5.0,3.0,220.0,108.0,Entry Level,Kodak LS753,2004
4.0,2.8,220.0,108.0,Entry Level,Kodak LS743,2004
2.0,3.0,550.0,118.0,Entry Level,Kodak DC290,1999
2.0,2.0,420.0,133.0,Entry Level,Kodak DC280,1999
1.0,3.0,550.0,118.0,Entry Level,Kodak DC265,1999
1.0,3.0,550.0,118.0,Entry Level,Kodak DC260,1998
1.0,3.0,420.0,133.0,Entry Level,Kodak DC240,1999
4.0,3.0,240.0,103.0,Entry Level,Kodak CX7530,2004
4.0,3.0,198.0,103.0,Entry Level,Kodak CX7430,2004
3.0,3.0,225.0,103.0,Entry Level,Kodak CX7330,2004
3.0,1.0,162.0,104.0,Entry Level,Kodak CX7300,2004
2.0,2.1,195.0,104.0,Entry Level,Kodak CX7220,2004
3.0,3.0,225.0,103.0,Entry Level,Kodak CX6330,2003
2.0,3.0,225.0,104.0,Entry Level,Kodak CX6230,2003
2.0,1.0,195.0,104.0,Entry Level,Kodak CX6200,2003
3.0,2.0,250.0,109.0,Entry Level,Kodak CX4300,2002
2.0,3.0,280.0,115.0,Entry Level,Kodak CX4230,2002
2.0,1.0,250.0,109.0,Entry Level,Kodak CX4200,2002
8.0,5.0,225.0,91.0,Entry Level,Kodak C875,2006
3.0,1.0,198.0,104.0,Entry Level,Kodak C300,2005
4.0,1.0,154.0,103.0,Entry Level,Kodak C310,2005
4.0,3.0,180.0,91.0,Entry Level,Kodak C330,2005
5.0,3.0,198.0,92.0,Entry Level,Kodak C340,2005
5.0,3.0,170.0,84.0,Entry Level,Kodak C360,2005
4.0,3.0,180.0,91.0,Entry Level,Kodak C433,2006
2.0,2.0,420.0,133.0,Entry Level,Kodak DC3400,2000
5.0,3.0,188.0,91.0,Entry Level,Kodak C513,2007
6.0,3.0,187.0,91.0,Entry Level,Kodak C613,2007
6.0,3.0,195.0,92.0,Entry Level,Kodak C643,2006
6.0,3.0,195.0,89.0,Entry Level,Kodak C653,2007
6.0,3.0,190.0,85.0,Entry Level,Kodak C663,2006
7.0,3.0,195.0,92.0,Entry Level,Kodak C743,2006
7.0,3.0,180.0,90.0,Entry Level,Kodak C763,2007
5.0,3.0,200.0,91.0,Entry Level,Kodak C533,2006
5.0,3.0,175.0,90.0,Entry Level,Olympus FE-150,2006
2.0,1.0,200.0,95.0,Entry Level,Kodak DC3800,2000
2.0,2.0,459.0,140.0,Entry Level,Kodak DC5000,2000
3.0,3.0,260.0,114.0,Entry Level,Kodak LS633,2003
4.0,3.0,260.0,109.0,Entry Level,Kodak LS443,2002
2.0,1.0,160.0,109.0,Entry Level,Kodak LS420,2002
6.0,3.0,270.0,100.0,Entry Level,Kodak DX7630,2004
5.0,10.0,400.0,97.0,Entry Level,Kodak DX7590,2004
4.0,4.0,270.0,100.0,Entry Level,Kodak DX7440,2004
4.0,10.0,380.0,100.0,Entry Level,Kodak DX6490,2003
4.0,4.0,270.0,109.0,Entry Level,Kodak DX6440,2003
3.0,4.0,280.0,109.0,Entry Level,Kodak DX6340,2003
4.0,2.0,260.0,116.0,Entry Level,Kodak DX4900,2002
5.0,3.0,210.0,111.0,Entry Level,Kodak DX4530,2003
3.0,3.0,260.0,111.0,Entry Level,Kodak DX4330,2002
3.0,2.0,260.0,116.0,Entry Level,Kodak DX3900,2001
3.0,1.0,250.0,150.0,Entry Level,Kodak DX3700,2001
2.0,2.0,250.0,120.0,Entry Level,Kodak DX3600,2001
2.0,1.0,225.0,120.0,Entry Level,Kodak DX3500,2001
1.0,2.0,260.0,121.0,Entry Level,Kodak DX3215,2001
13.0,1.0,1000.0,131.0,Entry Level,Kodak DCS 14n,2002
1.0,1.0,1800.0,137.0,Entry Level,Kodak DCS315,1998
3.0,1.0,1080.0,137.0,Entry Level,Kodak DCS330,1999
1.0,1.0,1700.0,170.0,Entry Level,Kodak DCS420,1994
6.0,1.0,1700.0,170.0,Entry Level,Kodak DCS460,1995
2.0,1.0,1650.0,161.0,Entry Level,Kodak DCS520,1998
3.0,3.0,320.0,120.0,Entry Level,Kodak DC4800,2000
6.0,1.0,1650.0,161.0,Entry Level,Kodak DCS560,1998
2.0,1.0,1580.0,194.0,Entry Level,Kodak DCS620x,2000
6.0,1.0,1580.0,194.0,Entry Level,Kodak DCS660,1999
2.0,1.0,1580.0,194.0,Entry Level,Kodak DCS720x,2001
6.0,1.0,1860.0,194.0,Entry Level,Kodak DCS760,2001
13.0,1.0,1000.0,137.0,Entry Level,Kodak DCS SLR/c,2004
13.0,1.0,1000.0,131.0,Entry Level,Kodak DCS SLR/n,2004
2.0,1.0,1580.0,194.0,Entry Level,Kodak DCS620,1999
3.0,2.3,320.0,111.0,Entry Level,JVC GC-QX5HD,2001
6.0,3.0,175.0,90.0,Entry Level,Olympus FE-170,2006
6.0,5.0,195.0,98.0,Entry Level,Olympus FE-200,2006
3.0,3.0,284.0,125.0,Entry Level,Sony DSC-P71,2002
3.0,3.0,214.0,114.0,Entry Level,Sony DSC-P7,2002
1.0,3.0,250.0,143.0,Entry Level,Sony DSC-P50,2001
1.0,3.0,250.0,143.0,Entry Level,Sony DSC-P30,2001
7.0,3.0,180.0,108.0,Entry Level,Sony DSC-P150,2004
5.0,3.0,180.0,108.0,Entry Level,Sony DSC-P100,2004
5.0,3.0,206.0,105.0,Entry Level,Sony DSC-P10,2003
4.0,5.0,659.0,162.0,Entry Level,Sony DSC-F717,2002
4.0,5.0,667.0,162.0,Entry Level,Sony DSC-F707,2001
2.0,5.0,482.0,107.0,Entry Level,Sony DSC-F505V,2000
1.0,5.0,475.0,107.0,Entry Level,Sony DSC-F505,1999
1.0,5.0,900.0,130.0,Entry Level,Sony DSC-D770,1999
1.0,5.0,900.0,130.0,Entry Level,Sony DSC-D700,1998
3.0,1.0,950.0,152.0,Entry Level,Sigma SD9,2002
3.0,3.0,259.0,120.0,Entry Level,Sony DSC-P72,2003
4.0,1.0,750.0,144.0,Entry Level,Sigma SD14,2006
3.0,3.0,190.0,100.0,Entry Level,Sanyo DSC-S1,2003
8.0,5.0,222.0,104.0,Entry Level,Samsung S850,2007
8.0,5.0,204.0,100.0,Entry Level,Samsung S85,2007
8.0,3.0,220.0,100.0,Entry Level,Samsung S830,2007
7.0,3.0,186.0,100.0,Entry Level,Samsung S730,2007
6.0,3.0,186.0,100.0,Entry Level,Samsung S630,2007
8.0,3.0,183.0,95.0,Entry Level,Samsung L830,2007
7.0,3.6,210.0,105.0,Entry Level,Samsung L74 Wide,2007
7.0,3.0,183.0,95.0,Entry Level,Samsung L730,2007
7.0,3.0,180.0,98.0,Entry Level,Samsung L73,2007
7.0,3.0,210.0,101.0,Entry Level,Samsung i7,2007
3.0,3.6,215.0,112.0,Entry Level,Ricoh Caplio RX,2004
3.0,3.0,340.0,135.0,Entry Level,Ricoh Caplio RR1,2001
3.0,3.0,450.0,157.0,Entry Level,Ricoh RDC-i700,2000
1.0,3.0,350.0,128.0,Entry Level,Sanyo VPC-Z400,1999
3.0,3.0,243.0,116.0,Entry Level,Sony DSC-P73,2004
1.0,3.0,370.0,113.0,Entry Level,Sony DSC-S30,2000
4.0,3.0,184.0,99.0,Entry Level,Sony DSC-S40,2005
3.0,2.8,340.0,107.0,Entry Level,Toshiba PDR-M71,2001
3.0,3.0,390.0,116.0,Entry Level,Toshiba PDR-M70,2000
3.0,3.0,320.0,120.0,Entry Level,Toshiba PDR-M65,2001
2.0,3.0,310.0,123.0,Entry Level,Toshiba PDR-M61,2001
1.0,3.0,350.0,130.0,Entry Level,Toshiba PDR-M5,1999
1.0,1.0,290.0,112.0,Entry Level,Toshiba PDR-M4,1999
1.0,3.0,380.0,122.0,Entry Level,Toshiba PDR-M3,1999
1.0,1.0,240.0,116.0,Entry Level,Toshiba PDR-M11,2001
1.0,1.0,290.0,123.0,Entry Level,Toshiba PDR-M1,1998
7.0,3.0,175.0,91.0,Entry Level,Sony DSC-W80,2007
7.0,3.0,157.0,89.0,Entry Level,Sony DSC-W70,2006
7.0,3.0,250.0,91.0,Entry Level,Sony DSC-W7,2005
6.0,3.0,157.0,89.0,Entry Level,Sony DSC-W50,2006
6.0,3.0,153.0,90.0,Entry Level,Sony DSC-W30,2006
8.0,3.0,192.0,94.0,Entry Level,Sony DSC-W100,2006
2.0,1.0,200.0,60.0,Entry Level,Sony DSC-U60,2003
2.0,1.0,132.0,100.0,Entry Level,Sony DSC-U50,2003
1.0,3.0,370.0,113.0,Entry Level,Sony DSC-S50,2000
4.0,3.0,249.0,97.0,Entry Level,Sony DSC-S60,2005
6.0,3.0,180.0,100.0,Entry Level,Sony DSC-S600,2006
7.0,3.0,178.0,91.0,Entry Level,Sony DSC-S650,2007
3.0,3.0,420.0,117.0,Entry Level,Sony DSC-S70,2000
7.0,3.0,178.0,91.0,Entry Level,Sony DSC-S700,2007
1.0,1.0,300.0,110.0,Entry Level,Ricoh RDC-6000,2000
3.0,3.0,444.0,125.0,Entry Level,Sony DSC-S75,2001
3.0,3.0,444.0,125.0,Entry Level,Sony DSC-S85,2001
4.0,3.0,253.0,97.0,Entry Level,Sony DSC-S90,2005
5.0,3.0,134.0,92.0,Entry Level,Sony DSC-T7,2005
1.0,1.0,118.0,85.0,Entry Level,Sony DSC-U10,2002
2.0,1.0,130.0,85.0,Entry Level,Sony DSC-U30,2003
2.0,1.0,130.0,83.0,Entry Level,Sony DSC-U40,2003
8.0,6.0,245.0,93.0,Entry Level,Sony DSC-S800,2007
2.0,2.3,340.0,131.0,Entry Level,Ricoh RDC-5000,1999
1.0,3.0,320.0,135.0,Entry Level,Ricoh RDC-4300,1998
8.0,3.0,260.0,114.0,Entry Level,Ricoh Caplio GX8,2005
6.0,3.0,200.0,91.0,Entry Level,Pentax Optio 60,2005
5.0,5.1,250.0,100.0,Entry Level,Pentax Optio 555,2003
5.0,5.1,250.0,100.0,Entry Level,Pentax Optio 550,2003
4.0,3.0,180.0,91.0,Entry Level,Pentax Optio 50,2005
3.0,5.1,250.0,100.0,Entry Level,Pentax Optio 450,2003
3.0,3.0,180.0,94.0,Entry Level,Pentax Optio 30,2004
7.0,6.0,234.0,99.0,Entry Level,Panasonic Lumix DMC-LZ7,2007
7.0,6.0,230.0,99.0,Entry Level,Panasonic Lumix DMC-LZ6,2007
6.0,6.0,230.0,100.0,Entry Level,Panasonic Lumix DMC-LZ5,2006
5.0,6.0,230.0,100.0,Entry Level,Panasonic Lumix DMC-LZ3,2006
5.0,6.0,224.0,101.0,Entry Level,Panasonic Lumix DMC-LZ2,2005
4.0,6.0,224.0,101.0,Entry Level,Panasonic Lumix DMC-LZ1,2005
6.0,3.0,188.0,94.0,Entry Level,Panasonic Lumix DMC-LS60,2007
7.0,12.0,340.0,113.0,Entry Level,Panasonic Lumix DMC-FZ8,2007
6.0,12.0,340.0,113.0,Entry Level,Panasonic Lumix DMC-FZ7,2006
10.0,12.0,734.0,141.0,Entry Level,Panasonic Lumix DMC-FZ50,2006
4.0,12.0,326.0,108.0,Entry Level,Panasonic Lumix DMC-FZ5,2005
7.0,3.0,175.0,90.0,Entry Level,Olympus FE-210,2007
7.0,3.0,145.0,91.0,Entry Level,Olympus FE-230,2007
7.0,5.0,145.0,91.0,Entry Level,Olympus FE-240,2007
8.0,2.8,155.0,94.0,Entry Level,Olympus FE-250,2007
7.0,3.0,122.0,90.0,Entry Level,Olympus FE-270,2007
7.0,4.0,142.0,98.0,Entry Level,Olympus FE-290,2007
7.0,5.1,255.0,100.0,Entry Level,Pentax Optio 750Z,2004
12.0,3.0,115.0,94.0,Entry Level,Olympus FE-300,2007
2.0,12.0,354.0,125.0,Entry Level,Panasonic Lumix DMC-FZ1,2002
4.0,12.0,550.0,87.0,Entry Level,Panasonic Lumix DMC-FZ10,2003
8.0,18.0,407.0,118.0,Entry Level,Panasonic Lumix DMC-FZ18,2007
2.0,12.0,350.0,114.0,Entry Level,Panasonic Lumix DMC-FZ2,2003
5.0,12.0,556.0,87.0,Entry Level,Panasonic Lumix DMC-FZ20,2004
4.0,12.0,326.0,102.0,Entry Level,Panasonic Lumix DMC-FZ4,2005
4.0,3.0,160.0,99.0,Entry Level,Olympus IR-300,2005
6.0,3.0,150.0,91.0,Entry Level,Olympus FE-190,2006
10.0,3.0,145.0,89.0,Entry Level,Pentax Optio A20,2006
6.0,3.0,180.0,90.0,Entry Level,Pentax Optio E20,2006
3.0,3.0,230.0,124.0,Entry Level,Ricoh Caplio G3,2003
8.0,7.1,135.0,100.0,Entry Level,Ricoh Caplio R7,2007
7.0,7.1,165.0,100.0,Entry Level,Ricoh Caplio R6,2007
7.0,7.1,165.0,96.0,Entry Level,Ricoh Caplio R5,2006
6.0,7.1,165.0,95.0,Entry Level,Ricoh Caplio R4,2006
4.0,5.7,180.0,95.0,Entry Level,Ricoh Caplio R30,2006
4.0,7.1,165.0,95.0,Entry Level,Ricoh Caplio R3,2005
4.0,4.8,195.0,100.0,Entry Level,Ricoh Caplio R2,2005
4.0,4.8,195.0,100.0,Entry Level,Ricoh Caplio R1V,2005
5.0,3.0,145.0,112.0,Entry Level,Pentax Optio X,2004
7.0,3.0,155.0,95.0,Entry Level,Pentax Optio T20,2006
5.0,5.0,165.0,91.0,Entry Level,Pentax Optio SVi,2005
5.0,5.0,165.0,91.0,Entry Level,Pentax Optio SV,2004
7.0,3.0,120.0,86.0,Entry Level,Pentax Optio S7,2006
6.0,3.0,135.0,89.0,Entry Level,Pentax Optio S60,2005
6.0,3.0,120.0,86.0,Entry Level,Pentax Optio S6,2005
5.0,3.1,120.0,83.0,Entry Level,Pentax Optio S5z,2005
7.0,3.0,190.0,95.0,Entry Level,Pentax Optio E30,2007
8.0,3.0,175.0,94.0,Entry Level,Pentax Optio E40,2007
7.0,3.0,180.0,94.0,Entry Level,Pentax Optio M20,2006
8.0,3.0,136.0,97.0,Entry Level,Pentax Optio M40,2007
4.0,10.0,375.0,73.0,Entry Level,Pentax Optio MX4,2004
3.0,3.0,115.0,83.0,Entry Level,Pentax Optio S,2003
6.0,3.0,180.0,87.0,Entry Level,Pentax Optio E10,2006
4.0,3.0,115.0,83.0,Entry Level,Pentax Optio S4,2003
4.0,3.1,155.0,89.0,Entry Level,Pentax Optio S45,2005
4.0,3.0,120.0,84.0,Entry Level,Pentax Optio S4i,2004
5.0,3.1,180.0,89.0,Entry Level,Pentax Optio S50,2004
5.0,3.1,155.0,89.0,Entry Level,Pentax Optio S55,2005
4.0,3.0,120.0,84.0,Entry Level,Pentax Optio S5i,2004
4.0,3.1,120.0,84.0,Entry Level,Pentax Optio S5n,2005
4.0,3.0,175.0,89.0,Entry Level,Pentax Optio S40,2004
3.0,2.3,320.0,111.0,Entry Level,JVC GC-QX3HD,2001
1.0,1.0,180.0,86.0,Entry Level,Toshiba PDR-T10,2002
7.0,4.0,205.0,91.0,Entry Level,Canon PowerShot A560,2007
5.0,4.0,215.0,106.0,Entry Level,Canon PowerShot A460,2007
1.0,2.5,290.0,103.0,Entry Level,Canon PowerShot A50,1999
3.0,4.0,230.0,91.0,Entry Level,Canon PowerShot A510,2005
3.0,4.0,230.0,91.0,Entry Level,Canon PowerShot A520,2005
5.0,4.0,220.0,90.0,Entry Level,Canon PowerShot A530,2006
6.0,4.0,230.0,90.0,Entry Level,Canon PowerShot A540,2006
7.0,4.0,210.0,91.0,Entry Level,Canon PowerShot A550,2007
8.0,7.1,640.0,118.0,Entry Level,Canon PowerShot Pro1,2004
7.0,4.0,215.0,90.0,Entry Level,Canon PowerShot A570 IS,2007
1.0,3.0,315.0,101.0,Entry Level,Canon PowerShot A60,2003
5.0,4.0,285.0,105.0,Entry Level,Canon PowerShot A610,2005
7.0,4.0,285.0,105.0,Entry Level,Canon PowerShot A620,2005
8.0,4.0,315.0,109.0,Entry Level,Canon PowerShot A630,2006
10.0,4.0,315.0,109.0,Entry Level,Canon PowerShot A640,2006
3.0,3.0,315.0,101.0,Entry Level,Canon PowerShot A70,2003
6.0,6.0,250.0,94.0,Entry Level,Canon PowerShot A700,2006
7.0,6.0,210.0,98.0,Entry Level,Canon PowerShot A710 IS,2006
3.0,3.0,315.0,101.0,Entry Level,Canon PowerShot A75,2004
3.0,3.0,350.0,103.0,Entry Level,Canon PowerShot A80,2003
4.0,3.0,300.0,101.0,Entry Level,Canon PowerShot A85,2004
5.0,3.0,335.0,101.0,Entry Level,Canon PowerShot A95,2004
5.0,4.0,490.0,121.0,Entry Level,Canon PowerShot G5,2003
3.0,3.0,230.0,87.0,Entry Level,Canon PowerShot S400,2003
4.0,3.0,203.0,92.0,Entry Level,Epson PhotoPC L-410,2004
5.0,3.2,215.0,106.0,Entry Level,Canon PowerShot A450,2007
7.0,10.0,260.0,89.0,Entry Level,Canon PowerShot TX1,2007
3.0,3.0,215.0,87.0,Entry Level,Canon PowerShot S410,2004
1.0,3.0,350.0,110.0,Entry Level,Canon PowerShot A30,2002
1.0,3.0,375.0,110.0,Entry Level,Canon PowerShot A10,2001
1.0,1.0,225.0,110.0,Entry Level,Canon PowerShot A100,2002
3.0,1.0,205.0,110.0,Entry Level,Canon PowerShot A310,2004
4.0,3.0,285.0,105.0,Entry Level,Epson PhotoPC L-400,2003
3.0,1.0,225.0,111.0,Entry Level,Canon PowerShot A300,2003
3.0,2.2,255.0,107.0,Entry Level,Canon PowerShot A400,2004
1.0,3.0,350.0,110.0,Entry Level,Canon PowerShot A40,2002
4.0,3.2,200.0,103.0,Entry Level,Canon PowerShot A420,2006
5.0,3.0,215.0,87.0,Entry Level,Canon PowerShot S500,2004
1.0,1.0,225.0,110.0,Entry Level,Canon PowerShot A200,2002
3.0,3.0,323.0,112.0,Entry Level,Canon PowerShot S40,2001
1.0,3.0,375.0,110.0,Entry Level,Canon PowerShot A20,2001
4.0,4.0,210.0,103.0,Entry Level,Canon PowerShot A430,2006
3.0,3.2,195.0,103.0,Entry Level,Canon PowerShot A410,2005
3.0,3.0,323.0,112.0,Entry Level,Canon PowerShot S45,2002
3.0,3.0,240.0,92.0,Mid Range,Pentax Optio 430,2001
3.0,3.0,240.0,92.0,Mid Range,Pentax Optio 430RS,2002
8.0,12.0,550.0,117.0,Mid Range,Canon PowerShot S5 IS,2007
10.0,3.0,205.0,91.0,Mid Range,Canon PowerShot SD900,2006
8.0,3.8,165.0,93.0,Mid Range,Canon PowerShot SD870 IS,2007
7.0,3.8,195.0,90.0,Mid Range,Canon PowerShot SD800 IS,2006
